Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Weekly_Sales_Original,Weekly_Sales_Log,Year,Month,Week,DayOfYear,Quarter,Is_Month_Start,Is_Month_End,Season,Season_Encoded,Is_Holiday_Season,Sales_Lag_1,Sales_Lag_2,Sales_Lag_4,Sales_Lag_8,Sales_Lag_52,Sales_RollMean_4,Sales_RollMean_8,Sales_RollMean_12,Sales_RollStd_4,Sales_Momentum,Store_Mean_Sales,Store_Std_Sales,Store_Max_Sales,Store_Min_Sales,Store_Rank,Sales_vs_Store_Avg
1,2011-11-04,1697229.58,0,54.98,3.332,217.837382,7.866,1697229.58,14.344508410059841,2011,11,44,308,4,0,0,Fall,3,0,1445249.09,1502562.78,1630989.95,1540471.24,1551659.28,1518081.9375,1487705.1087500001,1497706.0058333334,79365.57758354135,-57313.689999999944,1555264.3975524476,155980.76776119994,2387950.2,1316899.31,1216,1.0912804168030632
1,2011-11-11,1594938.89,0,59.11,3.297,217.9980849,7.866,1594938.89,14.28234660697055,2011,11,45,315,4,0,0,Fall,3,1,1697229.58,1445249.09,1493525.93,1514259.78,1494479.49,1534641.845,1507299.90125,1512046.2133333331,111273.5684345579,251980.49,1555264.3975524476,155980.76776119994,2387950.2,1316899.31,1216,1.0255098056060363
1,2011-11-18,1539483.7,0,62.25,3.308,218.2205088,7.866,1539483.7,14.246958308005654,2011,11,46,322,4,0,0,Fall,3,1,1594938.89,1697229.58,1502562.78,1380020.27,1483784.18,1559995.085,1517384.79,1517394.335,110332.05812747712,-102290.69000000018,1555264.3975524476,155980.76776119994,2387950.2,1316899.31,1216,0.9898533666833227
1,2011-11-25,2033320.66,1,60.14,3.236,218.4676211,7.866,2033320.66,14.525181299475344,2011,11,47,329,4,0,0,Fall,3,1,1539483.7,1594938.89,1445249.09,1394561.83,1955624.11,1569225.315,1537317.71875,1523626.8549999997,105358.03691148979,-55455.189999999944,1555264.3975524476,155980.76776119994,2387950.2,1316899.31,1216,1.3073794161300674
1,2011-12-02,1584083.95,0,48.91,3.172,218.7147333,7.866,1584083.95,14.275517479968974,2011,12,48,336,4,0,0,Winter,0,1,2033320.66,1539483.7,1697229.58,1630989.95,1548033.78,1716243.2075,1617162.5724999998,1563884.4749999999,221252.7136182967,493836.95999999996,1555264.3975524476,155980.76776119994,2387950.2,1316899.31,1216,1.0185303235211365
1,2011-12-09,1799682.38,0,43.93,3.158,218.9618456,7.866,1799682.38,14.403121307394173,2011,12,49,343,4,0,0,Winter,0,1,1584083.95,2033320.66,1594938.89,1493525.93,1682614.26,1687956.8,1611299.3225,1567518.8675,231489.63818826282,-449236.70999999996,1555264.3975524476,155980.76776119994,2387950.2,1316899.31,1216,1.157155261081137
1,2011-12-16,1881176.67,0,51.63,3.159,219.1794533,7.866,1881176.67,14.447408558899655,2011,12,50,350,4,0,0,Winter,0,1,1799682.38,1584083.95,1539483.7,1502562.78,1891034.93,1739142.6725,1649568.87875,1591304.0841666667,226651.46314464236,215598.42999999993,1555264.3975524476,155980.76776119994,2387950.2,1316899.31,1216,1.2095542551867369
1,2011-12-23,2270188.99,0,47.96,3.112,219.3577216,7.866,2270188.99,14.635374081990511,2011,12,51,357,4,0,0,Winter,0,1,1881176.67,1799682.38,2033320.66,1445249.09,2387950.2,1824565.915,1696895.615,1633067.1175,187291.29446403368,81494.29000000004,1555264.3975524476,155980.76776119994,2387950.2,1316899.31,1216,1.4596804206234286
1,2011-12-30,1497462.72,1,44.55,3.129,219.5359898,7.866,1497462.72,14.219283381633186,2011,12,52,364,4,0,0,Winter,0,1,2270188.99,1881176.67,1584083.95,1697229.58,1367320.01,1883782.9975,1800013.1025,1706036.0475,286477.93220376415,389012.3200000003,1555264.3975524476,155980.76776119994,2387950.2,1316899.31,1216,0.9628348223984222
1,2012-01-06,1550369.92,0,49.01,3.157,219.7142581,7.348,1550369.92,14.254004763492786,2012,1,1,6,1,0,0,Winter,0,0,1497462.72,2270188.99,1799682.38,1594938.89,1444732.28,1862127.69,1775042.2449999999,1694908.7783333333,318201.6369551573,-772726.2700000003,1555264.3975524476,155980.76776119994,2387950.2,1316899.31,1216,0.9968529611041375
1,2012-01-13,1459601.17,0,48.53,3.261,219.8925263,7.348,1459601.17,14.193674470252011,2012,1,2,13,1,0,0,Winter,0,0,1550369.92,1497462.72,1881176.67,1539483.7,1391013.96,1799799.575,1769471.12375,1699645.7775,356609.57176319556,52907.19999999995,1555264.3975524476,155980.76776119994,2387950.2,1316899.31,1216,0.9384906979784305
1,2012-01-20,1394393.84,0,54.11,3.268,219.9856893,7.348,1394393.84,14.14797107266475,2012,1,3,20,1,0,0,Winter,0,0,1459601.17,1550369.92,2270188.99,2033320.66,1327405.42,1694405.7,1759485.8074999999,1696065.6433333333,385656.3269904229,-90768.75,1555264.3975524476,155980.76776119994,2387950.2,1316899.31,1216,0.8965638525477643
1,2012-01-27,1319325.59,0,54.26,3.29,220.0788523,7.348,1319325.59,14.09263200529622,2012,1,4,27,1,0,0,Winter,0,0,1394393.84,1459601.17,1497462.72,1584083.95,1316899.31,1475456.9125,1679619.955,1691827.7058333333,65622.25371977451,-65207.32999999984,1555264.3975524476,155980.76776119994,2387950.2,1316899.31,1216,0.8482966575176868
1,2012-02-03,1636339.65,0,56.55,3.36,220.1720153,7.348,1636339.65,14.307972995741183,2012,2,5,34,1,0,0,Winter,0,0,1319325.59,1394393.84,1550369.92,1799682.38,1606629.58,1430922.6300000001,1646525.16,1660335.7066666668,98112.80171398,-75068.25,1555264.3975524476,155980.76776119994,2387950.2,1316899.31,1216,1.0521295623915408
1,2012-02-10,1802477.43,1,48.02,3.409,220.2651783,7.348,1802477.43,14.40467318135674,2012,2,6,41,1,0,0,Winter,0,0,1636339.65,1319325.59,1459601.17,1881176.67,1649614.93,1452415.0625,1626107.31875,1663785.7700000003,135350.36507618325,317014.0599999998,1555264.3975524476,155980.76776119994,2387950.2,1316899.31,1216,1.1589524153170334
1,2012-02-17,1819870.0,0,45.32,3.51,220.4257586,7.348,1819870.0,14.414276177420055,2012,2,7,48,1,0,0,Winter,0,0,1802477.43,1636339.65,1394393.84,2270188.99,1686842.78,1538134.1275,1616269.91375,1685701.9141666668,222156.21572786308,166137.78000000003,1555264.3975524476,155980.76776119994,2387950.2,1316899.31,1216,1.1701354463356635
1,2012-02-24,1539387.83,0,57.25,3.555,220.636902,7.348,1539387.83,14.246896031982233,2012,2,8,55,1,0,0,Winter,0,0,1819870.0,1802477.43,1319325.59,1497462.72,1456800.28,1644503.1675,1559980.04,1667914.3591666669,232031.96150547982,17392.570000000065,1555264.3975524476,155980.76776119994,2387950.2,1316899.31,1216,0.9897917244312717
1,2012-03-02,1688420.76,0,60.96,3.63,220.8480454,7.348,1688420.76,14.339304780748678,2012,3,9,62,1,0,0,Spring,1,0,1539387.83,1819870.0,1636339.65,1550369.92,1636263.41,1699518.7275,1565220.67875,1664189.6825,135053.59847206002,-280482.1699999999,1555264.3975524476,155980.76776119994,2387950.2,1316899.31,1216,1.0856165438218115
1,2012-03-09,1675431.16,0,58.76,3.669,221.0591887,7.348,1675431.16,14.331581695933636,2012,3,10,69,1,0,0,Spring,1,0,1688420.76,1539387.83,1802477.43,1459601.17,1553191.63,1712539.0050000001,1582477.03375,1654917.8808333334,129321.15310977964,149032.92999999993,1555264.3975524476,155980.76776119994,2387950.2,1316899.31,1216,1.0772645234062204
1,2012-03-16,1677472.78,0,64.74,3.734,221.2118132,7.348,1677472.78,14.332799517303433,2012,3,11,76,1,0,0,Spring,1,0,1675431.16,1688420.76,1819870.0,1394393.84,1576818.06,1680777.4375,1609455.7825,1637772.4216666669,114636.7671005024,-12989.600000000093,1555264.3975524476,155980.76776119994,2387950.2,1316899.31,1216,1.0785772391111597
1,2012-03-23,1511068.07,0,65.93,3.787,221.2864126,7.348,1511068.07,14.228327951659512,2012,3,12,83,1,0,0,Spring,1,0,1677472.78,1675431.16,1539387.83,1319325.59,1541102.38,1645178.1324999998,1644840.6500000001,1588379.4041666666,70757.10297962656,2041.6200000001118,1555264.3975524476,155980.76776119994,2387950.2,1316899.31,1216,0.9715827562040253
1,2012-03-30,1649604.63,0,67.61,3.845,221.3610119,7.348,1649604.63,14.316046805187602,2012,3,13,90,1,0,0,Spring,1,0,1511068.07,1677472.78,1688420.76,1636339.65,1495064.75,1638098.1925,1668808.46,1589513.1833333333,84878.58274285388,-166404.70999999996,1555264.3975524476,155980.76776119994,2387950.2,1316899.31,1216,1.0606586459485714
1,2012-04-06,1899676.88,0,70.43,3.891,221.4356112,7.143,1899676.88,14.457194892921569,2012,4,14,97,2,0,0,Spring,1,0,1649604.63,1511068.07,1675431.16,1802477.43,1614259.35,1628394.16,1670466.5825,1597782.7424999997,79239.059691568,138536.55999999982,1555264.3975524476,155980.76776119994,2387950.2,1316899.31,1216,1.22144947379337
1,2012-04-13,1621031.7,0,69.07,3.891,221.5102105,7.143,1621031.7,14.298573973247228,2012,4,15,104,2,0,0,Spring,1,0,1899676.88,1649604.63,1677472.78,1819870.0,1559889.0,1684455.59,1682616.51375,1634455.7183333335,160879.6494375326,250072.25,1555264.3975524476,155980.76776119994,2387950.2,1316899.31,1216,1.042286895109958
1,2012-04-20,1521577.87,0,66.76,3.877,221.5640737,7.143,1521577.87,14.23525908397863,2012,4,16,111,2,0,0,Spring,1,0,1621031.7,1899676.88,1511068.07,1539387.83,1564819.81,1670345.32,1657761.72625,1653342.2066666668,164138.3726400529,-278645.17999999993,1555264.3975524476,155980.76776119994,2387950.2,1316899.31,1216,0.9783403210377215
1,2012-04-27,1468928.37,0,67.23,3.814,221.6179368,7.143,1468928.37,14.200044373673366,2012,4,17,118,2,0,0,Spring,1,0,1521577.87,1621031.7,1649604.63,1688420.76,1455090.69,1672972.77,1655535.48125,1670196.5633333335,160788.79931627135,-99453.82999999984,1555264.3975524476,155980.76776119994,2387950.2,1316899.31,1216,0.9444878776314071
1,2012-05-04,1684519.99,0,75.55,3.749,221.6718,7.143,1684519.99,14.336991802421933,2012,5,18,125,2,0,0,Spring,1,0,1468928.37,1521577.87,1899676.88,1675431.16,1629391.28,1627803.705,1628098.9325,1656245.623333333,191908.1233551689,-52649.5,1555264.3975524476,155980.76776119994,2387950.2,1316899.31,1216,1.0831084365146946
1,2012-05-11,1611096.05,0,73.77,3.688,221.7256632,7.143,1611096.05,14.29242590243029,2012,5,19,132,2,0,0,Spring,1,0,1684519.99,1468928.37,1621031.7,1677472.78,1604775.58,1574014.4825,1629235.0362500001,1646415.8366666667,96978.99308632269,215591.61999999988,1555264.3975524476,155980.76776119994,2387950.2,1316899.31,1216,1.0358984958026531
1,2012-05-18,1595901.87,0,70.33,3.63,221.742674,7.143,1595901.87,14.282950196743954,2012,5,20,139,2,0,0,Spring,1,0,1611096.05,1684519.99,1521577.87,1511068.07,1428218.27,1571530.57,1620937.9449999998,1629018.0075,95489.12664398883,-73423.93999999994,1555264.3975524476,155980.76776119994,2387950.2,1316899.31,1216,1.0261289800702083
1,2012-05-25,1555444.55,0,77.22,3.561,221.744944,7.143,1555444.55,14.257272589885545,2012,5,21,146,2,0,0,Spring,1,0,1595901.87,1611096.05,1468928.37,1649604.63,1466046.67,1590111.57,1631542.17,1633727.5108333332,89577.14311157566,-15194.179999999935,1555264.3975524476,155980.76776119994,2387950.2,1316899.31,1216,1.000115833968704
1,2012-06-01,1624477.58,0,77.95,3.501,221.7472139,7.143,1624477.58,14.300697448408794,2012,6,22,153,2,1,0,Summer,2,0,1555444.55,1595901.87,1684519.99,1899676.88,1635078.41,1611740.615,1619772.1600000001,1622646.16,53905.366668781426,-40457.320000000065,1555264.3975524476,155980.76776119994,2387950.2,1316899.31,1216,1.0445025183862466
1,2012-06-08,1697230.96,0,78.3,3.452,221.7494839,7.143,1697230.96,14.344509223148796,2012,6,23,160,2,0,0,Summer,2,0,1624477.58,1555444.55,1611096.05,1621031.7,1588948.32,1596730.0125000002,1585372.2475,1618400.0283333333,29896.966231018472,69033.03000000003,1555264.3975524476,155980.76776119994,2387950.2,1316899.31,1216,1.0912813041120006
1,2012-06-15,1630607.0,0,79.35,3.393,221.7626421,7.143,1630607.0,14.30446350936842,2012,6,24,167,2,0,0,Summer,2,0,1697230.96,1624477.58,1595901.87,1521577.87,1532114.86,1618263.74,1594897.155,1620046.5433333337,59779.420941282624,72753.37999999989,1555264.3975524476,155980.76776119994,2387950.2,1316899.31,1216,1.0484435974784228
1,2012-06-22,1527845.81,0,78.39,3.346,221.8030211,7.143,1527845.81,14.239369988447109,2012,6,25,174,2,0,0,Summer,2,0,1630607.0,1697230.96,1555444.55,1468928.37,1438830.15,1626940.0225,1608525.7962500001,1630008.1208333336,57942.295517973784,-66623.95999999996,1555264.3975524476,155980.76776119994,2387950.2,1316899.31,1216,0.982370465371935
